country,time,cases_sum,cases_diff,deaths_sum,deaths_diff,source
El Quisco,2020-04-21,27.75,2.75,NA,NA,minsal
El Quisco,2020-04-22,30.5,2.75,NA,NA,minsal
El Quisco,2020-04-23,33.25,2.75,NA,NA,minsal
El Quisco,2020-04-24,36,2.75,NA,NA,minsal
El Tabo,2020-03-30,0,0,NA,NA,minsal
El Tabo,2020-03-31,0.5,0.5,NA,NA,minsal
El Tabo,2020-04-01,1,0.5,NA,NA,minsal
El Tabo,2020-04-02,2.5,1.5,NA,NA,minsal
El Tabo,2020-04-03,4,1.5,NA,NA,minsal
El Tabo,2020-04-04,5,1,NA,NA,minsal
El Tabo,2020-04-05,6,1,NA,NA,minsal
El Tabo,2020-04-06,7,1,NA,NA,minsal
El Tabo,2020-04-07,8,1,NA,NA,minsal
El Tabo,2020-04-08,9,1,NA,NA,minsal
El Tabo,2020-04-09,10,1,NA,NA,minsal
El Tabo,2020-04-10,11,1,NA,NA,minsal
El Tabo,2020-04-11,11.666666666666666,0.6666666666666661,NA,NA,minsal
El Tabo,2020-04-12,12.333333333333334,0.6666666666666679,NA,NA,minsal
El Tabo,2020-04-13,13,0.6666666666666661,NA,NA,minsal
El Tabo,2020-04-14,14.5,1.5,NA,NA,minsal
El Tabo,2020-04-15,16,1.5,NA,NA,minsal
El Tabo,2020-04-16,19,3,NA,NA,minsal
El Tabo,2020-04-17,22,3,NA,NA,minsal
El Tabo,2020-04-18,24,2,NA,NA,minsal
El Tabo,2020-04-19,26,2,NA,NA,minsal
El Tabo,2020-04-20,28,2,NA,NA,minsal
El Tabo,2020-04-21,30.25,2.25,NA,NA,minsal
El Tabo,2020-04-22,32.5,2.25,NA,NA,minsal
El Tabo,2020-04-23,34.75,2.25,NA,NA,minsal
El Tabo,2020-04-24,37,2.25,NA,NA,minsal
Empedrado,2020-03-30,0,0,NA,NA,minsal
Empedrado,2020-03-31,0,0,NA,NA,minsal
Empedrado,2020-04-01,0,0,NA,NA,minsal
Empedrado,2020-04-02,0,0,NA,NA,minsal
Empedrado,2020-04-03,0,0,NA,NA,minsal
Empedrado,2020-04-04,0,0,NA,NA,minsal
Empedrado,2020-04-05,0,0,NA,NA,minsal
Empedrado,2020-04-06,0,0,NA,NA,minsal
Empedrado,2020-04-07,0,0,NA,NA,minsal
Empedrado,2020-04-08,0,0,NA,NA,minsal
Empedrado,2020-04-09,0,0,NA,NA,minsal
Empedrado,2020-04-10,0,0,NA,NA,minsal
Empedrado,2020-04-11,0,0,NA,NA,minsal
Empedrado,2020-04-12,0,0,NA,NA,minsal
Empedrado,2020-04-13,0,0,NA,NA,minsal
Empedrado,2020-04-14,0,0,NA,NA,minsal
Empedrado,2020-04-15,0,0,NA,NA,minsal
Empedrado,2020-04-16,0,0,NA,NA,minsal
Empedrado,2020-04-17,0,0,NA,NA,minsal
Empedrado,2020-04-18,0,0,NA,NA,minsal
Empedrado,2020-04-19,0,0,NA,NA,minsal
Empedrado,2020-04-20,0,0,NA,NA,minsal
Empedrado,2020-04-21,0,0,NA,NA,minsal
Empedrado,2020-04-22,0,0,NA,NA,minsal
Empedrado,2020-04-23,0,0,NA,NA,minsal
Empedrado,2020-04-24,0,0,NA,NA,minsal
Ercilla,2020-03-30,0,0,NA,NA,minsal
Ercilla,2020-03-31,0,0,NA,NA,minsal
Ercilla,2020-04-01,0,0,NA,NA,minsal
Ercilla,2020-04-02,0,0,NA,NA,minsal
Ercilla,2020-04-03,0,0,NA,NA,minsal
Ercilla,2020-04-04,0,0,NA,NA,minsal
Ercilla,2020-04-05,0,0,NA,NA,minsal
Ercilla,2020-04-06,0,0,NA,NA,minsal
Ercilla,2020-04-07,1,1,NA,NA,minsal
Ercilla,2020-04-08,2,1,NA,NA,minsal
Ercilla,2020-04-09,3,1,NA,NA,minsal
Ercilla,2020-04-10,4,1,NA,NA,minsal
Ercilla,2020-04-11,5,1,NA,NA,minsal
Ercilla,2020-04-12,6,1,NA,NA,minsal
Ercilla,2020-04-13,7,1,NA,NA,minsal
Ercilla,2020-04-14,8.5,1.5,NA,NA,minsal
Ercilla,2020-04-15,10,1.5,NA,NA,minsal
Ercilla,2020-04-16,12,2,NA,NA,minsal
Ercilla,2020-04-17,14,2,NA,NA,minsal
Ercilla,2020-04-18,16.333333333333332,2.333333333333332,NA,NA,minsal
Ercilla,2020-04-19,18.666666666666664,2.333333333333332,NA,NA,minsal
Ercilla,2020-04-20,21,2.3333333333333357,NA,NA,minsal
Ercilla,2020-04-21,23,2,NA,NA,minsal
Ercilla,2020-04-22,25,2,NA,NA,minsal
Ercilla,2020-04-23,27,2,NA,NA,minsal
Ercilla,2020-04-24,29,2,NA,NA,minsal
Estación Central,2020-03-30,16,0,NA,NA,minsal
Estación Central,2020-03-31,27,11,NA,NA,minsal
Estación Central,2020-04-01,38,11,NA,NA,minsal
Estación Central,2020-04-02,50.5,12.5,NA,NA,minsal
Estación Central,2020-04-03,63,12.5,NA,NA,minsal
Estación Central,2020-04-04,75,12,NA,NA,minsal
Estación Central,2020-04-05,87,12,NA,NA,minsal
Estación Central,2020-04-06,99,12,NA,NA,minsal
Estación Central,2020-04-07,119.5,20.5,NA,NA,minsal
Estación Central,2020-04-08,140,20.5,NA,NA,minsal
Estación Central,2020-04-09,170.5,30.5,NA,NA,minsal
Estación Central,2020-04-10,201,30.5,NA,NA,minsal
Estación Central,2020-04-11,224.66666666666666,23.666666666666657,NA,NA,minsal
Estación Central,2020-04-12,248.33333333333331,23.666666666666657,NA,NA,minsal
Estación Central,2020-04-13,272,23.666666666666686,NA,NA,minsal
Estación Central,2020-04-14,316.5,44.5,NA,NA,minsal
Estación Central,2020-04-15,361,44.5,NA,NA,minsal
Estación Central,2020-04-16,411.5,50.5,NA,NA,minsal
Estación Central,2020-04-17,462,50.5,NA,NA,minsal
Estación Central,2020-04-18,502,40,NA,NA,minsal
Estación Central,2020-04-19,542,40,NA,NA,minsal
Estación Central,2020-04-20,582,40,NA,NA,minsal
Estación Central,2020-04-21,622.5,40.5,NA,NA,minsal
Estación Central,2020-04-22,663,40.5,NA,NA,minsal
Estación Central,2020-04-23,703.5,40.5,NA,NA,minsal
Estación Central,2020-04-24,744,40.5,NA,NA,minsal
Florida,2020-03-30,0,0,NA,NA,minsal
Florida,2020-03-31,0,0,NA,NA,minsal
Florida,2020-04-01,0,0,NA,NA,minsal
Florida,2020-04-02,1,1,NA,NA,minsal
Florida,2020-04-03,2,1,NA,NA,minsal
Florida,2020-04-04,2.6666666666666665,0.6666666666666665,NA,NA,minsal
Florida,2020-04-05,3.333333333333333,0.6666666666666665,NA,NA,minsal
Florida,2020-04-06,4,0.666666666666667,NA,NA,minsal
Florida,2020-04-07,5,1,NA,NA,minsal
Florida,2020-04-08,6,1,NA,NA,minsal
Florida,2020-04-09,7,1,NA,NA,minsal
Florida,2020-04-10,8,1,NA,NA,minsal
Florida,2020-04-11,8.666666666666666,0.6666666666666661,NA,NA,minsal
Florida,2020-04-12,9.333333333333334,0.6666666666666679,NA,NA,minsal
Florida,2020-04-13,10,0.6666666666666661,NA,NA,minsal
Florida,2020-04-14,12,2,NA,NA,minsal
Florida,2020-04-15,14,2,NA,NA,minsal
Florida,2020-04-16,16,2,NA,NA,minsal
Florida,2020-04-17,18,2,NA,NA,minsal
Florida,2020-04-18,19.333333333333332,1.3333333333333321,NA,NA,minsal
Florida,2020-04-19,20.666666666666668,1.3333333333333357,NA,NA,minsal
Florida,2020-04-20,22,1.3333333333333321,NA,NA,minsal
Florida,2020-04-21,22.75,0.75,NA,NA,minsal
Florida,2020-04-22,23.5,0.75,NA,NA,minsal
Florida,2020-04-23,24.25,0.75,NA,NA,minsal
Florida,2020-04-24,25,0.75,NA,NA,minsal
Freire,2020-03-30,0,0,NA,NA,minsal
Freire,2020-03-31,1,1,NA,NA,minsal
Freire,2020-04-01,2,1,NA,NA,minsal
Freire,2020-04-02,4.5,2.5,NA,NA,minsal
Freire,2020-04-03,7,2.5,NA,NA,minsal
Freire,2020-04-04,8.666666666666666,1.666666666666666,NA,NA,minsal
Freire,2020-04-05,10.333333333333332,1.666666666666666,NA,NA,minsal
Freire,2020-04-06,12,1.6666666666666679,NA,NA,minsal
Freire,2020-04-07,14.5,2.5,NA,NA,minsal
Freire,2020-04-08,17,2.5,NA,NA,minsal
Freire,2020-04-09,19.5,2.5,NA,NA,minsal
Freire,2020-04-10,22,2.5,NA,NA,minsal
Freire,2020-04-11,23.666666666666668,1.6666666666666679,NA,NA,minsal
Freire,2020-04-12,25.333333333333332,1.6666666666666643,NA,NA,minsal
Freire,2020-04-13,27,1.6666666666666679,NA,NA,minsal
Freire,2020-04-14,29.5,2.5,NA,NA,minsal
Freire,2020-04-15,32,2.5,NA,NA,minsal
Freire,2020-04-16,34.5,2.5,NA,NA,minsal
Freire,2020-04-17,37,2.5,NA,NA,minsal
Freire,2020-04-18,39,2,NA,NA,minsal
Freire,2020-04-19,41,2,NA,NA,minsal
Freire,2020-04-20,43,2,NA,NA,minsal
Freire,2020-04-21,44.75,1.75,NA,NA,minsal
Freire,2020-04-22,46.5,1.75,NA,NA,minsal
Freire,2020-04-23,48.25,1.75,NA,NA,minsal
Freire,2020-04-24,50,1.75,NA,NA,minsal
Freirina,2020-03-30,0,0,NA,NA,minsal
Freirina,2020-03-31,0,0,NA,NA,minsal
Freirina,2020-04-01,0,0,NA,NA,minsal
Freirina,2020-04-02,0,0,NA,NA,minsal
Freirina,2020-04-03,0,0,NA,NA,minsal
Freirina,2020-04-04,0,0,NA,NA,minsal
Freirina,2020-04-05,0,0,NA,NA,minsal
Freirina,2020-04-06,0,0,NA,NA,minsal
Freirina,2020-04-07,0,0,NA,NA,minsal
Freirina,2020-04-08,0,0,NA,NA,minsal
Freirina,2020-04-09,0,0,NA,NA,minsal
Freirina,2020-04-10,0,0,NA,NA,minsal
Freirina,2020-04-11,0,0,NA,NA,minsal
Freirina,2020-04-12,0,0,NA,NA,minsal
Freirina,2020-04-13,0,0,NA,NA,minsal
Freirina,2020-04-14,0,0,NA,NA,minsal
Freirina,2020-04-15,0,0,NA,NA,minsal
Freirina,2020-04-16,0,0,NA,NA,minsal
Freirina,2020-04-17,0,0,NA,NA,minsal
Freirina,2020-04-18,0,0,NA,NA,minsal
Freirina,2020-04-19,0,0,NA,NA,minsal
Freirina,2020-04-20,0,0,NA,NA,minsal
Freirina,2020-04-21,0,0,NA,NA,minsal
Freirina,2020-04-22,0,0,NA,NA,minsal
Freirina,2020-04-23,0,0,NA,NA,minsal
Freirina,2020-04-24,0,0,NA,NA,minsal
Fresia,2020-03-30,0,0,NA,NA,minsal
Fresia,2020-03-31,0,0,NA,NA,minsal
Fresia,2020-04-01,0,0,NA,NA,minsal
Fresia,2020-04-02,0,0,NA,NA,minsal
Fresia,2020-04-03,0,0,NA,NA,minsal
Fresia,2020-04-04,0,0,NA,NA,minsal
Fresia,2020-04-05,0,0,NA,NA,minsal
Fresia,2020-04-06,0,0,NA,NA,minsal
Fresia,2020-04-07,0,0,NA,NA,minsal
Fresia,2020-04-08,0,0,NA,NA,minsal
Fresia,2020-04-09,0,0,NA,NA,minsal
Fresia,2020-04-10,0,0,NA,NA,minsal
Fresia,2020-04-11,0,0,NA,NA,minsal
Fresia,2020-04-12,0,0,NA,NA,minsal
Fresia,2020-04-13,0,0,NA,NA,minsal
Fresia,2020-04-14,0,0,NA,NA,minsal
Fresia,2020-04-15,0,0,NA,NA,minsal
Fresia,2020-04-16,0.5,0.5,NA,NA,minsal
Fresia,2020-04-17,1,0.5,NA,NA,minsal
Fresia,2020-04-18,1.3333333333333333,0.33333333333333326,NA,NA,minsal
Fresia,2020-04-19,1.6666666666666665,0.33333333333333326,NA,NA,minsal
Fresia,2020-04-20,2,0.3333333333333335,NA,NA,minsal
Fresia,2020-04-21,2,0,NA,NA,minsal
Fresia,2020-04-22,2,0,NA,NA,minsal
Fresia,2020-04-23,2,0,NA,NA,minsal
Fresia,2020-04-24,2,0,NA,NA,minsal
Frutillar,2020-03-30,0,0,NA,NA,minsal
Frutillar,2020-03-31,0,0,NA,NA,minsal
Frutillar,2020-04-01,0,0,NA,NA,minsal
Frutillar,2020-04-02,0.5,0.5,NA,NA,minsal
Frutillar,2020-04-03,1,0.5,NA,NA,minsal
Frutillar,2020-04-04,2,1,NA,NA,minsal
Frutillar,2020-04-05,3,1,NA,NA,minsal
Frutillar,2020-04-06,4,1,NA,NA,minsal
Frutillar,2020-04-07,5.5,1.5,NA,NA,minsal
Frutillar,2020-04-08,7,1.5,NA,NA,minsal
Frutillar,2020-04-09,8.5,1.5,NA,NA,minsal
Frutillar,2020-04-10,10,1.5,NA,NA,minsal
Frutillar,2020-04-11,11.666666666666666,1.666666666666666,NA,NA,minsal
Frutillar,2020-04-12,13.333333333333332,1.666666666666666,NA,NA,minsal
Frutillar,2020-04-13,15,1.6666666666666679,NA,NA,minsal
Frutillar,2020-04-14,18,3,NA,NA,minsal
Frutillar,2020-04-15,21,3,NA,NA,minsal
Frutillar,2020-04-16,24,3,NA,NA,minsal
Frutillar,2020-04-17,27,3,NA,NA,minsal
Frutillar,2020-04-18,29,2,NA,NA,minsal
Frutillar,2020-04-19,31,2,NA,NA,minsal
Frutillar,2020-04-20,33,2,NA,NA,minsal
Frutillar,2020-04-21,34.5,1.5,NA,NA,minsal
Frutillar,2020-04-22,36,1.5,NA,NA,minsal
Frutillar,2020-04-23,37.5,1.5,NA,NA,minsal
Frutillar,2020-04-24,39,1.5,NA,NA,minsal
Futaleufú,2020-03-30,0,0,NA,NA,minsal
Futaleufú,2020-03-31,0,0,NA,NA,minsal
Futaleufú,2020-04-01,0,0,NA,NA,minsal
Futaleufú,2020-04-02,0,0,NA,NA,minsal
Futaleufú,2020-04-03,0,0,NA,NA,minsal
Futaleufú,2020-04-04,0,0,NA,NA,minsal
Futaleufú,2020-04-05,0,0,NA,NA,minsal
Futaleufú,2020-04-06,0,0,NA,NA,minsal
Futaleufú,2020-04-07,0,0,NA,NA,minsal
Futaleufú,2020-04-08,0,0,NA,NA,minsal
Futaleufú,2020-04-09,0,0,NA,NA,minsal
Futaleufú,2020-04-10,0,0,NA,NA,minsal
Futaleufú,2020-04-11,0,0,NA,NA,minsal
Futaleufú,2020-04-12,0,0,NA,NA,minsal
Futaleufú,2020-04-13,0,0,NA,NA,minsal
Futaleufú,2020-04-14,0,0,NA,NA,minsal
Futaleufú,2020-04-15,0,0,NA,NA,minsal
Futaleufú,2020-04-16,0,0,NA,NA,minsal
Futaleufú,2020-04-17,0,0,NA,NA,minsal
Futaleufú,2020-04-18,0,0,NA,NA,minsal
Futaleufú,2020-04-19,0,0,NA,NA,minsal
Futaleufú,2020-04-20,0,0,NA,NA,minsal
Futaleufú,2020-04-21,0,0,NA,NA,minsal
Futaleufú,2020-04-22,0,0,NA,NA,minsal
Futaleufú,2020-04-23,0,0,NA,NA,minsal
Futaleufú,2020-04-24,0,0,NA,NA,minsal
Futrono,2020-03-30,0,0,NA,NA,minsal
Futrono,2020-03-31,1,1,NA,NA,minsal
Futrono,2020-04-01,2,1,NA,NA,minsal
Futrono,2020-04-02,3,1,NA,NA,minsal
Futrono,2020-04-03,4,1,NA,NA,minsal
Futrono,2020-04-04,5.666666666666666,1.666666666666666,NA,NA,minsal
Futrono,2020-04-05,7.333333333333333,1.666666666666667,NA,NA,minsal
Futrono,2020-04-06,9,1.666666666666667,NA,NA,minsal
Futrono,2020-04-07,11.5,2.5,NA,NA,minsal
Futrono,2020-04-08,14,2.5,NA,NA,minsal
Futrono,2020-04-09,16.5,2.5,NA,NA,minsal
Futrono,2020-04-10,19,2.5,NA,NA,minsal
Futrono,2020-04-11,20.666666666666668,1.6666666666666679,NA,NA,minsal
Futrono,2020-04-12,22.333333333333332,1.6666666666666643,NA,NA,minsal
Futrono,2020-04-13,24,1.6666666666666679,NA,NA,minsal
Futrono,2020-04-14,26.5,2.5,NA,NA,minsal
Futrono,2020-04-15,29,2.5,NA,NA,minsal
Futrono,2020-04-16,31.5,2.5,NA,NA,minsal
Futrono,2020-04-17,34,2.5,NA,NA,minsal
Futrono,2020-04-18,35.666666666666664,1.6666666666666643,NA,NA,minsal
Futrono,2020-04-19,37.333333333333336,1.6666666666666714,NA,NA,minsal
Futrono,2020-04-20,39,1.6666666666666643,NA,NA,minsal
Futrono,2020-04-21,40.25,1.25,NA,NA,minsal
Futrono,2020-04-22,41.5,1.25,NA,NA,minsal
Futrono,2020-04-23,42.75,1.25,NA,NA,minsal
Futrono,2020-04-24,44,1.25,NA,NA,minsal
Galvarino,2020-03-30,0,0,NA,NA,minsal
Galvarino,2020-03-31,0.5,0.5,NA,NA,minsal
Galvarino,2020-04-01,1,0.5,NA,NA,minsal
Galvarino,2020-04-02,1.5,0.5,NA,NA,minsal
Galvarino,2020-04-03,2,0.5,NA,NA,minsal
Galvarino,2020-04-04,2.6666666666666665,0.6666666666666665,NA,NA,minsal
Galvarino,2020-04-05,3.333333333333333,0.6666666666666665,NA,NA,minsal
Galvarino,2020-04-06,4,0.666666666666667,NA,NA,minsal
Galvarino,2020-04-07,5,1,NA,NA,minsal
Galvarino,2020-04-08,6,1,NA,NA,minsal
Galvarino,2020-04-09,7,1,NA,NA,minsal
Galvarino,2020-04-10,8,1,NA,NA,minsal
Galvarino,2020-04-11,8.666666666666666,0.6666666666666661,NA,NA,minsal
Galvarino,2020-04-12,9.333333333333334,0.6666666666666679,NA,NA,minsal
Galvarino,2020-04-13,10,0.6666666666666661,NA,NA,minsal
Galvarino,2020-04-14,11,1,NA,NA,minsal
Galvarino,2020-04-15,12,1,NA,NA,minsal
Galvarino,2020-04-16,13,1,NA,NA,minsal
Galvarino,2020-04-17,14,1,NA,NA,minsal
Galvarino,2020-04-18,14.666666666666666,0.6666666666666661,NA,NA,minsal
Galvarino,2020-04-19,15.333333333333334,0.6666666666666679,NA,NA,minsal
Galvarino,2020-04-20,16,0.6666666666666661,NA,NA,minsal
Galvarino,2020-04-21,16.5,0.5,NA,NA,minsal
Galvarino,2020-04-22,17,0.5,NA,NA,minsal
Galvarino,2020-04-23,17.5,0.5,NA,NA,minsal
Galvarino,2020-04-24,18,0.5,NA,NA,minsal
General Lagos,2020-03-30,0,0,NA,NA,minsal
General Lagos,2020-03-31,0,0,NA,NA,minsal
General Lagos,2020-04-01,0,0,NA,NA,minsal
General Lagos,2020-04-02,0,0,NA,NA,minsal
General Lagos,2020-04-03,0,0,NA,NA,minsal
General Lagos,2020-04-04,0,0,NA,NA,minsal
General Lagos,2020-04-05,0,0,NA,NA,minsal
General Lagos,2020-04-06,0,0,NA,NA,minsal
General Lagos,2020-04-07,0,0,NA,NA,minsal
General Lagos,2020-04-08,0,0,NA,NA,minsal
General Lagos,2020-04-09,0,0,NA,NA,minsal
General Lagos,2020-04-10,0,0,NA,NA,minsal
General Lagos,2020-04-11,0,0,NA,NA,minsal
General Lagos,2020-04-12,0,0,NA,NA,minsal
General Lagos,2020-04-13,0,0,NA,NA,minsal
General Lagos,2020-04-14,0,0,NA,NA,minsal
General Lagos,2020-04-15,0,0,NA,NA,minsal
General Lagos,2020-04-16,0,0,NA,NA,minsal
General Lagos,2020-04-17,0,0,NA,NA,minsal
General Lagos,2020-04-18,0,0,NA,NA,minsal
General Lagos,2020-04-19,0,0,NA,NA,minsal
General Lagos,2020-04-20,0,0,NA,NA,minsal
General Lagos,2020-04-21,0,0,NA,NA,minsal
General Lagos,2020-04-22,0,0,NA,NA,minsal
General Lagos,2020-04-23,0,0,NA,NA,minsal
General Lagos,2020-04-24,0,0,NA,NA,minsal
Gorbea,2020-03-30,4,0,NA,NA,minsal
Gorbea,2020-03-31,7,3,NA,NA,minsal
Gorbea,2020-04-01,10,3,NA,NA,minsal
Gorbea,2020-04-02,13.5,3.5,NA,NA,minsal
Gorbea,2020-04-03,17,3.5,NA,NA,minsal
Gorbea,2020-04-04,20.333333333333332,3.333333333333332,NA,NA,minsal
Gorbea,2020-04-05,23.666666666666664,3.333333333333332,NA,NA,minsal
Gorbea,2020-04-06,27,3.3333333333333357,NA,NA,minsal
Gorbea,2020-04-07,32,5,NA,NA,minsal
Gorbea,2020-04-08,37,5,NA,NA,minsal
Gorbea,2020-04-09,42,5,NA,NA,minsal
Gorbea,2020-04-10,47,5,NA,NA,minsal
Gorbea,2020-04-11,50.333333333333336,3.3333333333333357,NA,NA,minsal
Gorbea,2020-04-12,53.666666666666664,3.3333333333333286,NA,NA,minsal
Gorbea,2020-04-13,57,3.3333333333333357,NA,NA,minsal
Gorbea,2020-04-14,62,5,NA,NA,minsal
Gorbea,2020-04-15,67,5,NA,NA,minsal
Gorbea,2020-04-16,72,5,NA,NA,minsal
Gorbea,2020-04-17,77,5,NA,NA,minsal
Gorbea,2020-04-18,80.33333333333333,3.3333333333333286,NA,NA,minsal
Gorbea,2020-04-19,83.66666666666667,3.333333333333343,NA,NA,minsal
Gorbea,2020-04-20,87,3.3333333333333286,NA,NA,minsal
Gorbea,2020-04-21,90,3,NA,NA,minsal
Gorbea,2020-04-22,93,3,NA,NA,minsal
Gorbea,2020-04-23,96,3,NA,NA,minsal
Gorbea,2020-04-24,99,3,NA,NA,minsal
Graneros,2020-03-30,0,0,NA,NA,minsal
Graneros,2020-03-31,0,0,NA,NA,minsal
Graneros,2020-04-01,0,0,NA,NA,minsal
Graneros,2020-04-02,0,0,NA,NA,minsal
Graneros,2020-04-03,0,0,NA,NA,minsal
Graneros,2020-04-04,0,0,NA,NA,minsal
Graneros,2020-04-05,0,0,NA,NA,minsal
Graneros,2020-04-06,0,0,NA,NA,minsal
Graneros,2020-04-07,0,0,NA,NA,minsal
Graneros,2020-04-08,0,0,NA,NA,minsal
Graneros,2020-04-09,0,0,NA,NA,minsal
Graneros,2020-04-10,0,0,NA,NA,minsal
Graneros,2020-04-11,0,0,NA,NA,minsal
Graneros,2020-04-12,0,0,NA,NA,minsal
Graneros,2020-04-13,0,0,NA,NA,minsal
Graneros,2020-04-14,0,0,NA,NA,minsal
Graneros,2020-04-15,0,0,NA,NA,minsal
Graneros,2020-04-16,0,0,NA,NA,minsal
Graneros,2020-04-17,0,0,NA,NA,minsal
Graneros,2020-04-18,0,0,NA,NA,minsal
Graneros,2020-04-19,0,0,NA,NA,minsal
Graneros,2020-04-20,0,0,NA,NA,minsal
Graneros,2020-04-21,0.5,0.5,NA,NA,minsal
Graneros,2020-04-22,1,0.5,NA,NA,minsal
Graneros,2020-04-23,1.5,0.5,NA,NA,minsal
Graneros,2020-04-24,2,0.5,NA,NA,minsal
Guaitecas,2020-03-30,0,0,NA,NA,minsal
Guaitecas,2020-03-31,0,0,NA,NA,minsal
Guaitecas,2020-04-01,0,0,NA,NA,minsal
Guaitecas,2020-04-02,0,0,NA,NA,minsal
Guaitecas,2020-04-03,0,0,NA,NA,minsal
Guaitecas,2020-04-04,0,0,NA,NA,minsal
Guaitecas,2020-04-05,0,0,NA,NA,minsal
Guaitecas,2020-04-06,0,0,NA,NA,minsal
Guaitecas,2020-04-07,0,0,NA,NA,minsal
Guaitecas,2020-04-08,0,0,NA,NA,minsal
Guaitecas,2020-04-09,0,0,NA,NA,minsal
Guaitecas,2020-04-10,0,0,NA,NA,minsal
Guaitecas,2020-04-11,0,0,NA,NA,minsal
Guaitecas,2020-04-12,0,0,NA,NA,minsal
Guaitecas,2020-04-13,0,0,NA,NA,minsal
Guaitecas,2020-04-14,0,0,NA,NA,minsal
Guaitecas,2020-04-15,0,0,NA,NA,minsal
Guaitecas,2020-04-16,0,0,NA,NA,minsal
Guaitecas,2020-04-17,0,0,NA,NA,minsal
Guaitecas,2020-04-18,0,0,NA,NA,minsal
Guaitecas,2020-04-19,0,0,NA,NA,minsal
Guaitecas,2020-04-20,0,0,NA,NA,minsal
Guaitecas,2020-04-21,0,0,NA,NA,minsal
Guaitecas,2020-04-22,0,0,NA,NA,minsal
Guaitecas,2020-04-23,0,0,NA,NA,minsal
Guaitecas,2020-04-24,0,0,NA,NA,minsal
Hijuelas,2020-03-30,0,0,NA,NA,minsal
Hijuelas,2020-03-31,0,0,NA,NA,minsal
Hijuelas,2020-04-01,0,0,NA,NA,minsal
Hijuelas,2020-04-02,0,0,NA,NA,minsal
Hijuelas,2020-04-03,0,0,NA,NA,minsal
Hijuelas,2020-04-04,0,0,NA,NA,minsal
Hijuelas,2020-04-05,0,0,NA,NA,minsal
Hijuelas,2020-04-06,0,0,NA,NA,minsal
Hijuelas,2020-04-07,0,0,NA,NA,minsal
Hijuelas,2020-04-08,0,0,NA,NA,minsal
Hijuelas,2020-04-09,0,0,NA,NA,minsal
Hijuelas,2020-04-10,0,0,NA,NA,minsal
Hijuelas,2020-04-11,0,0,NA,NA,minsal
Hijuelas,2020-04-12,0,0,NA,NA,minsal
Hijuelas,2020-04-13,0,0,NA,NA,minsal
Hijuelas,2020-04-14,0,0,NA,NA,minsal
Hijuelas,2020-04-15,0,0,NA,NA,minsal
Hijuelas,2020-04-16,0,0,NA,NA,minsal
Hijuelas,2020-04-17,0,0,NA,NA,minsal
Hijuelas,2020-04-18,0.3333333333333333,0.3333333333333333,NA,NA,minsal
Hijuelas,2020-04-19,0.6666666666666666,0.3333333333333333,NA,NA,minsal
Hijuelas,2020-04-20,1,0.33333333333333337,NA,NA,minsal
Hijuelas,2020-04-21,1.25,0.25,NA,NA,minsal
Hijuelas,2020-04-22,1.5,0.25,NA,NA,minsal
Hijuelas,2020-04-23,1.75,0.25,NA,NA,minsal
Hijuelas,2020-04-24,2,0.25,NA,NA,minsal
Hualaihué,2020-03-30,0,0,NA,NA,minsal
Hualaihué,2020-03-31,1.5,1.5,NA,NA,minsal
Hualaihué,2020-04-01,3,1.5,NA,NA,minsal
Hualaihué,2020-04-02,4.5,1.5,NA,NA,minsal
Hualaihué,2020-04-03,6,1.5,NA,NA,minsal
Hualaihué,2020-04-04,7,1,NA,NA,minsal
Hualaihué,2020-04-05,8,1,NA,NA,minsal
Hualaihué,2020-04-06,9,1,NA,NA,minsal
Hualaihué,2020-04-07,10.5,1.5,NA,NA,minsal
Hualaihué,2020-04-08,12,1.5,NA,NA,minsal
Hualaihué,2020-04-09,13.5,1.5,NA,NA,minsal
Hualaihué,2020-04-10,15,1.5,NA,NA,minsal
Hualaihué,2020-04-11,16,1,NA,NA,minsal
Hualaihué,2020-04-12,17,1,NA,NA,minsal
Hualaihué,2020-04-13,18,1,NA,NA,minsal
Hualaihué,2020-04-14,19.5,1.5,NA,NA,minsal
Hualaihué,2020-04-15,21,1.5,NA,NA,minsal
Hualaihué,2020-04-16,22.5,1.5,NA,NA,minsal
Hualaihué,2020-04-17,24,1.5,NA,NA,minsal
Hualaihué,2020-04-18,25,1,NA,NA,minsal
Hualaihué,2020-04-19,26,1,NA,NA,minsal
Hualaihué,2020-04-20,27,1,NA,NA,minsal
Hualaihué,2020-04-21,27.75,0.75,NA,NA,minsal
Hualaihué,2020-04-22,28.5,0.75,NA,NA,minsal
Hualaihué,2020-04-23,29.25,0.75,NA,NA,minsal
Hualaihué,2020-04-24,30,0.75,NA,NA,minsal
Hualañé,2020-03-30,0,0,NA,NA,minsal
Hualañé,2020-03-31,0,0,NA,NA,minsal
Hualañé,2020-04-01,0,0,NA,NA,minsal
Hualañé,2020-04-02,0,0,NA,NA,minsal
Hualañé,2020-04-03,0,0,NA,NA,minsal
Hualañé,2020-04-04,0,0,NA,NA,minsal
Hualañé,2020-04-05,0,0,NA,NA,minsal
Hualañé,2020-04-06,0,0,NA,NA,minsal
Hualañé,2020-04-07,0,0,NA,NA,minsal
Hualañé,2020-04-08,0,0,NA,NA,minsal
Hualañé,2020-04-09,0,0,NA,NA,minsal
Hualañé,2020-04-10,0,0,NA,NA,minsal
